8532,Inside,1Fam,1Story,5,6,1954,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,1297,GasA,Y,1297,0,0,1,1,0,3,1,5,1,Attchd,1954,2,498,Y,0,0,0,0,0,0,153000
7922,Inside,1Fam,1Story,5,7,1953,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,1057,GasA,Y,1057,0,1,0,1,0,3,1,5,0,Detchd,1953,1,246,Y,0,52,0,0,0,0,109000
6040,Inside,Duplex,1Story,4,5,1955,Gable,CompShg,AsbShng,Plywood,PConc,NA,NA,NA,0,GasA,N,1152,0,0,0,2,0,2,2,6,0,NA,NA,0,0,N,0,0,0,0,0,0,82000
8658,Inside,1Fam,1Story,6,5,1965,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,1088,GasA,Y,1324,0,0,0,2,0,3,1,6,1,Attchd,1965,2,440,Y,0,138,0,0,0,0,160000
16905,Inside,1Fam,1Story,5,6,1959,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,Gd,1350,GasA,Y,1328,0,0,1,1,1,2,1,5,2,Attchd,1959,1,308,P,0,104,0,0,0,0,170000
9180,CulDSac,1Fam,SFoyer,5,7,1983,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,Av,840,GasA,Y,884,0,1,0,1,0,2,1,5,0,Attchd,1983,2,504,Y,240,0,0,0,0,0,144000
9200,CulDSac,1Fam,1Story,5,6,1975,Hip,CompShg,VinylSd,VinylSd,CBlock,Gd,TA,Av,938,GasA,Y,938,0,1,0,1,0,3,1,5,0,Detchd,1977,1,308,Y,145,0,0,0,0,0,130250
7945,Inside,1Fam,1Story,5,6,1959,Gable,CompShg,BrkFace,Wd Sdng,CBlock,TA,TA,No,1150,GasA,Y,1150,0,1,0,1,0,3,1,6,0,Attchd,1959,1,300,Y,0,0,0,0,0,0,141000
7658,Inside,TwnhsE,1Story,9,5,2005,Hip,CompShg,MetalSd,MetalSd,PConc,Ex,TA,No,1752,GasA,Y,1752,0,1,0,2,0,2,1,6,1,Attchd,2005,2,576,Y,196,82,0,0,0,0,319900
12822,CulDSac,1Fam,1.5Fin,7,5,2003,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,1434,GasA,Y,1518,631,1,0,1,1,1,1,6,1,Attchd,2003,2,670,Y,168,43,0,0,198,0,239686
11096,Inside,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,1656,GasA,Y,1656,0,0,0,2,0,3,1,7,0,Attchd,2006,3,826,Y,0,146,0,0,0,0,249700
4456,Inside,2fmCon,2Story,4,5,1920,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,736,GasA,Y,736,716,0,0,2,0,2,3,8,0,NA,NA,0,0,N,0,0,102,0,0,0,113000
7742,Inside,1Fam,1Story,5,7,1966,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,955,GasA,Y,955,0,1,0,1,0,3,1,6,0,Attchd,1966,1,386,Y,0,0,0,0,0,0,127000
13869,Corner,1Fam,2Story,6,6,1997,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,794,GasA,Y,794,676,0,1,2,0,3,1,6,0,Attchd,1997,2,388,Y,0,75,0,0,0,0,177000
6240,Inside,1Fam,1.5Fin,6,6,1934,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,TA,TA,No,816,GasA,Y,816,0,0,0,1,0,3,1,6,1,Detchd,1985,2,528,Y,112,0,0,0,0,0,114500
8472,Corner,Duplex,1Story,5,5,1963,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Gd,TA,Gd,816,GasA,N,816,0,1,0,1,0,2,1,5,0,CarPort,1963,2,516,Y,106,0,0,0,0,0,110000
50271,Inside,1Fam,1Story,9,5,1981,Gable,WdShngl,WdShing,Wd Shng,CBlock,Ex,TA,Gd,1842,GasA,Y,1842,0,2,0,0,1,0,1,5,1,Attchd,1981,3,894,Y,857,72,0,0,0,0,385000
7134,Inside,1Fam,SLvl,5,5,1955,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,384,GasA,Y,1360,0,0,0,1,0,3,1,6,1,Detchd,1962,2,572,Y,0,50,0,0,0,0,130000
10175,Inside,1Fam,1Story,6,5,1964,Gable,CompShg,HdBoard,Plywood,CBlock,TA,TA,No,1425,GasA,Y,1425,0,0,0,2,0,3,1,7,1,Attchd,1964,2,576,Y,0,0,0,407,0,0,180500
2645,Inside,Twnhs,2Story,8,5,1999,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,970,GasA,Y,983,756,1,0,2,1,3,1,7,0,Attchd,1999,2,480,Y,115,0,0,0,0,0,172500
11645,Corner,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,860,GasA,Y,860,860,0,0,2,1,3,1,7,0,Attchd,2004,2,565,Y,0,70,0,0,0,0,196500
13682,CulDSac,1Fam,2Story,10,5,2006,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,1410,GasA,Y,1426,1519,0,0,3,1,3,1,10,1,BuiltIn,2006,3,641,Y,192,0,37,0,0,0,438780
7200,Inside,1Fam,1Story,5,7,1972,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Av,780,GasA,Y,780,0,0,0,1,0,2,1,4,0,Detchd,1973,1,352,Y,196,0,0,0,0,0,124900
13072,Inside,1Fam,1Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1158,GasA,Y,1158,0,1,0,1,1,3,1,5,0,Detchd,2006,2,576,Y,0,50,0,0,0,0,158000
7200,Inside,1Fam,2.5Unf,5,7,1920,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,Fa,No,530,GasA,N,581,530,0,0,1,0,3,1,6,0,Detchd,1935,1,288,N,0,0,144,0,0,0,101000
6442,Inside,TwnhsE,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,Gd,Mn,1370,GasA,Y,1370,0,0,0,2,0,2,1,6,1,Attchd,2006,2,484,Y,120,49,0,0,0,0,202500
10300,Inside,1Fam,2Story,7,6,1921,Gable,CompShg,Stucco,Stucco,BrkTil,TA,TA,No,576,GasA,Y,902,808,0,0,2,0,3,1,9,0,Detchd,1990,2,480,Y,12,11,64,0,0,0,140000
9375,Inside,1Fam,2Story,7,5,1997,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1057,GasA,Y,1057,977,1,0,2,1,3,1,8,0,Attchd,1998,2,645,Y,576,36,0,0,0,0,219500
9591,Inside,1Fam,2Story,8,5,2004,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Av,1143,GasA,Y,1143,1330,0,0,2,1,4,1,9,1,BuiltIn,2004,3,852,Y,192,151,0,0,0,0,317000
19900,Inside,1Fam,1Story,7,5,1970,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,Gd,1947,GasA,Y,2207,0,1,0,2,0,3,1,7,1,Attchd,1970,2,576,Y,301,0,0,0,0,0,180000
10665,Inside,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,1453,GasA,Y,1479,0,1,0,2,0,3,1,7,0,Attchd,2003,2,558,Y,144,29,0,0,0,0,226000
4608,Corner,1Fam,1Story,4,6,1945,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,747,GasA,Y,747,0,0,0,1,0,2,1,4,0,Attchd,1945,1,220,Y,0,0,0,0,0,0,80000
15593,Corner,1Fam,1.5Fin,7,4,1953,Gable,CompShg,BrkFace,AsbShng,CBlock,TA,TA,No,1304,GasW,Y,1304,983,0,0,2,0,3,1,7,1,Attchd,1953,2,667,Y,0,21,114,0,0,0,225000
13651,Inside,1Fam,1Story,7,6,1973,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,Gd,2223,GasA,Y,2223,0,1,0,2,0,3,1,8,2,Attchd,1973,2,516,Y,300,0,0,0,0,0,244000
7599,Corner,1Fam,1Story,4,6,1982,Gable,CompShg,HdBoard,Plywood,CBlock,TA,TA,No,845,GasA,Y,845,0,1,0,1,0,2,1,4,0,Detchd,1987,2,360,Y,0,0,0,0,0,0,129500
10141,Corner,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,832,GasA,Y,885,833,0,0,2,1,3,1,7,1,Attchd,1998,2,427,Y,0,94,0,0,291,0,185000
10200,Inside,1Fam,1Story,5,7,1954,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,1086,GasA,Y,1086,0,1,0,1,0,3,1,6,0,Attchd,1989,2,490,Y,0,0,0,0,0,0,144900
5790,Corner,1Fam,2Story,3,6,1915,Gambrel,CompShg,VinylSd,VinylSd,CBlock,Fa,TA,No,840,GasA,N,840,765,0,0,2,0,3,2,8,0,Detchd,1915,1,379,Y,0,0,202,0,0,0,107400
1596,Inside,Twnhs,SLvl,4,5,1973,Gable,CompShg,CemntBd,CmentBd,CBlock,Gd,TA,Gd,462,GasA,Y,526,462,1,0,1,0,2,1,5,0,BuiltIn,1973,1,297,Y,120,101,0,0,0,0,91000
8475,Inside,1Fam,1Story,4,7,1956,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,952,GasA,Y,952,0,0,0,1,0,2,1,4,0,Detchd,1956,1,283,Y,0,0,0,0,0,0,135750
8635,Inside,1Fam,1.5Fin,5,5,1948,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,672,GasA,Y,1072,213,1,0,1,0,2,1,6,0,Detchd,1948,1,240,Y,0,0,0,0,0,0,127000
10778,Inside,Duplex,1Story,4,5,1968,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,1768,GasA,N,1768,0,0,0,2,0,4,2,8,0,NA,NA,0,0,Y,0,0,0,0,0,0,136500
10440,Corner,1Fam,2Story,5,6,1910,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,TA,TA,No,440,GasA,Y,682,548,0,0,1,1,2,1,5,0,Detchd,1966,2,440,Y,74,0,128,0,0,0,110000
13000,Corner,1Fam,2Story,6,6,1968,Gable,CompShg,VinylSd,VinylSd,CBlock,Gd,TA,No,896,GasA,Y,1182,960,0,0,2,1,4,1,8,1,Attchd,1968,1,509,Y,0,72,0,0,252,0,193500
4500,FR2,TwnhsE,1Story,6,5,1998,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,Gd,No,1237,GasA,Y,1337,0,1,0,2,0,2,1,5,0,Attchd,1998,2,405,Y,0,199,0,0,0,0,153500
10206,Inside,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1563,GasA,Y,1563,0,0,0,2,0,3,1,6,1,Attchd,2007,3,758,Y,144,99,0,0,0,0,245000
8892,Inside,1Fam,1Story,5,5,1960,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,1065,GasA,Y,1065,0,0,0,1,1,3,1,6,0,Detchd,1974,2,461,Y,74,0,0,0,0,0,126500
8530,Inside,1Fam,SLvl,7,5,1995,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,384,GasA,Y,804,670,0,0,2,1,3,1,7,1,BuiltIn,1995,2,400,Y,120,72,0,0,0,0,168500
16059,Corner,1Fam,2Story,8,5,1991,Hip,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,1288,GasA,Y,1301,1116,0,0,2,1,4,1,9,1,Attchd,1991,2,462,Y,127,82,0,0,0,0,260000
11911,Inside,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,684,GasA,Y,684,876,0,0,2,1,3,1,6,1,BuiltIn,2005,2,400,Y,100,38,0,0,0,0,174000
3951,Corner,TwnhsE,2Story,6,5,2009,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,612,GasA,Y,612,612,0,0,2,1,2,1,4,0,Detchd,2009,2,528,Y,0,234,0,0,0,0,164500
8470,Corner,1Fam,1.5Fin,3,2,1915,Hip,CompShg,Plywood,Plywood,CBlock,TA,Fa,No,1013,GasA,N,1013,0,0,0,1,0,2,1,6,0,NA,NA,0,0,N,0,0,156,0,0,0,85000
8070,Inside,1Fam,1Story,4,5,1994,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,990,GasA,Y,990,0,1,0,1,0,3,1,5,0,NA,NA,0,0,Y,0,0,0,0,0,0,123600
7200,Inside,1Fam,1Story,4,5,1950,Gable,CompShg,BrkFace,Wd Sdng,Slab,NA,NA,NA,0,GasA,Y,1040,0,0,0,1,0,2,1,4,0,Detchd,1950,2,420,Y,0,29,0,0,0,0,109900
8500,Inside,1Fam,1Story,5,3,1961,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,1235,GasA,Y,1235,0,0,0,1,0,2,1,6,0,Attchd,1961,2,480,Y,0,0,0,0,0,0,98600
13360,Inside,1Fam,1Story,5,7,1921,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Gd,TA,No,876,GasA,Y,964,0,1,0,1,0,2,1,5,0,Detchd,1921,2,432,Y,0,0,44,0,0,0,163500
7200,Corner,2fmCon,2.5Unf,6,6,1910,Hip,CompShg,MetalSd,MetalSd,BrkTil,TA,Fa,Mn,1214,GasW,N,1260,1031,0,1,2,0,4,2,9,1,Detchd,1900,2,506,Y,0,0,0,0,99,0,133900
9337,Inside,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,824,GasA,Y,905,881,1,0,2,1,3,1,7,0,Attchd,1997,2,684,Y,0,162,0,0,0,0,204750
9765,Corner,1Fam,2Story,6,8,1993,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,Gd,No,680,GasA,Y,680,790,0,0,2,1,3,1,6,1,BuiltIn,1993,2,420,Y,232,63,0,0,0,0,185000
10264,Inside,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,1588,GasA,Y,1588,0,0,0,2,0,3,1,6,0,Attchd,1999,2,472,Y,158,29,0,0,0,0,214000
10921,Inside,1Fam,1Story,4,5,1965,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,960,GasA,Y,960,0,1,0,1,0,3,1,6,0,Attchd,1965,1,432,P,120,0,0,0,0,0,94750
10625,Corner,1Fam,1Story,5,5,1920,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,458,GasA,N,835,0,0,0,1,0,2,1,5,0,Basment,1920,1,366,Y,0,0,77,0,0,0,83000
9320,Inside,1Fam,1Story,4,5,1959,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,No,950,GasA,Y,1225,0,1,0,1,1,3,1,6,0,NA,NA,0,0,Y,352,0,0,0,0,0,128950
10603,Inside,1Fam,1Story,6,7,1977,Gable,CompShg,Plywood,Plywood,PConc,TA,TA,Mn,1610,GasA,Y,1610,0,1,0,2,0,3,1,6,2,Attchd,1977,2,480,Y,168,68,0,0,0,0,205000
9206,Inside,1Fam,2Story,6,5,1985,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,741,GasA,Y,977,755,0,0,2,1,3,1,7,1,Attchd,1985,2,476,Y,192,46,0,0,0,0,178000
7018,Inside,Duplex,1Story,5,5,1979,Gable,CompShg,HdBoard,HdBoard,Slab,NA,NA,NA,0,GasA,Y,1535,0,0,0,2,0,4,2,8,0,Attchd,1979,2,410,Y,0,0,0,0,0,0,118964
10402,Corner,1Fam,1Story,7,5,2009,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1226,GasA,Y,1226,0,0,0,2,0,3,1,6,0,Attchd,2009,3,740,Y,0,36,0,0,0,0,198900
7758,Corner,1Fam,1.5Fin,7,4,1931,Gable,CompShg,Stucco,Stucco,PConc,TA,TA,No,1040,GasA,Y,1226,592,0,0,1,1,4,1,7,2,Detchd,1951,1,240,Y,0,0,0,0,184,0,169500
9375,Inside,1Fam,2Story,8,5,2003,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,1053,GasA,Y,1053,939,0,0,2,1,3,1,9,1,Attchd,2003,2,648,Y,140,45,0,0,0,0,250000
10800,Inside,1Fam,1Story,4,7,1885,Mansard,CompShg,VinylSd,VinylSd,BrkTil,Fa,TA,No,641,GasA,Y,1047,0,0,0,1,0,2,1,6,0,Detchd,1954,1,273,N,0,0,0,0,0,0,100000
6000,Inside,1Fam,1Story,5,5,1948,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,789,GasA,Y,789,0,0,0,1,0,2,1,5,0,Detchd,1948,1,250,Y,0,0,0,0,0,0,115000
8500,Corner,1Fam,1.5Fin,5,7,1919,Gable,CompShg,CemntBd,CmentBd,CBlock,TA,TA,No,793,GasW,N,997,520,0,0,2,0,3,1,7,0,NA,NA,0,0,N,0,0,144,0,0,0,115000
11751,Inside,1Fam,1Story,6,6,1977,Hip,CompShg,Plywood,Plywood,CBlock,Gd,TA,No,1844,GasA,Y,1844,0,0,0,2,0,3,1,7,1,Attchd,1977,2,546,Y,0,122,0,0,0,0,190000
9525,Inside,1Fam,1.5Fin,6,4,1954,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,Fa,No,994,GasA,Y,1216,639,0,0,2,0,4,1,7,0,Attchd,1954,1,325,Y,182,0,0,0,0,0,136900
7750,Inside,1Fam,SLvl,7,5,2000,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,384,GasA,Y,774,656,0,0,2,1,3,1,7,1,BuiltIn,2000,2,400,Y,180,0,0,0,0,0,180000
9965,Inside,1Fam,2Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Av,1264,GasA,Y,1282,1414,1,0,2,1,4,1,10,1,BuiltIn,2007,3,792,Y,120,184,0,0,168,0,383970
21000,Corner,1Fam,1Story,6,5,1953,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,Gd,TA,Mn,1809,GasA,Y,2259,0,1,0,2,0,3,1,7,2,Basment,1953,2,450,Y,166,120,192,0,0,0,217000
7259,Inside,1Fam,2Story,6,8,1945,Gambrel,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,1028,GasA,Y,1436,884,1,0,2,1,3,1,9,1,Detchd,1945,1,180,Y,224,0,0,0,0,0,259500
3230,Corner,TwnhsE,2Story,6,5,1999,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,729,GasA,Y,729,729,0,0,2,1,2,1,5,1,Detchd,1999,2,440,Y,0,32,0,0,0,0,176000
11616,Inside,1Fam,1Story,5,5,1962,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,1092,GasA,Y,1092,0,0,1,1,0,3,1,6,1,Attchd,1962,1,288,Y,0,20,144,0,0,0,139000
